"SampleID","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","MG1","MG2","MG3","MG4","MG5","MG6","MG7","MG8","MG9","MG10","MG11","MG12","MG13","MG14","MG15","MG16","MG17","MG18","MG19","MG20","MG21","MG22","MG23","MG24","MG25","MG26","MG27","MG28","MG29","MG30","MG31","MG32","MG33","MG34","MG35","MG36","MG37","MG38","MG39","MG40","MG41","MG42","MG43","MG44","MG45","MG46","MG47","MG48","MG49","MG50","MG51","MG52","MG53","MG54","MG55","MG56","MG57","MG58","MG59","MG60","MG61","MG62","MG63","MG64","MG65","MG66","MG67","MG68","MG69","MG70","MG71","MG72","MG73","MG74","MG75","MG76","MG77","MG78","MG79","MG80","MG81","MG82","MG83","MG84","MG85"
2055880,5247,9441,4934,10656,8898,6287,7458,4414,5152,4757,9301,5919,6424,8165,4943,9348,7791,8878,8873,9719,10210,10224,8914,6389,8614,6888,5505,7364,6017,6623,5853,9557,5341,4919,6524,10468,9838,6370,7380,7566,4303,8834,4615,6621,10101,8824,5151,5571,9108,9202,5944,6975,7615,7085,4446,8797,9783,7287,10509,6627,6093,5238,8661,9997,9681,6047,4974,7775,10398,5865,6787,9747,9512,10674,8738,5761,6951,8892,8908,6793,8029,6270,5420,6464,10807,5287,9366,8120,9530,10470,8478,6048,5638,4982,5195
81466,5079,9218,4583,9994,8577,5985,6872,4338,4847,4589,8797,5608,6148,7918,4728,9022,7529,8360,8577,9242,9644,9608,8561,6146,8290,6476,5150,7101,5742,6367,5475,9306,4953,4677,6232,9965,9611,6138,6966,7399,4168,8415,4352,6351,9446,8316,4843,5368,8816,8687,5782,6589,7307,6828,4164,8451,9200,6974,9947,6405,5872,4865,8330,9494,9208,5699,4765,7601,9813,5681,6804,9265,9074,10291,8353,5468,6630,8419,8576,6557,7673,6047,5241,6438,10193,5159,8910,7655,9154,10079,8161,5940,5287,4656,5062
1854,4885,8868,4602,9996,8231,5933,7056,4224,4807,4422,8582,5462,6060,7735,4599,8917,7388,8250,8328,9054,9493,9505,8365,6001,7962,6400,5089,6964,5609,6245,5302,9107,4945,4581,6201,9671,9205,5981,6772,7107,4047,8294,4262,6262,9250,7941,4825,5142,8402,8623,5565,6511,7058,6568,4223,8261,8998,6776,9897,6207,5722,5006,8301,9188,8927,5524,4661,7362,9733,5495,6528,9254,8885,10092,8135,5364,6503,8225,8344,6201,7619,5886,5074,6127,10044,5110,8687,7493,9125,9834,8011,5650,5094,4532,4856
1511648,4334,7787,4004,8674,7234,5091,6049,3889,4277,4032,7546,4868,5081,6795,4144,7657,6611,7375,7235,7830,8462,8533,7314,5250,7130,5588,4423,6104,4796,5353,4725,7845,4294,3950,5458,8639,8049,5214,5967,6223,3604,7092,3846,5392,8229,6991,4167,4415,7472,7464,4924,5596,6329,5741,3689,7106,7934,5859,8553,5415,4935,4266,7228,8120,8047,4787,4009,6434,8536,4850,5636,7855,7973,8813,7134,4679,5821,7277,7335,5639,6544,5180,4419,5323,8787,4427,7619,6617,7921,8563,7061,4990,4368,3989,4228
2781120,3579,6399,3294,6935,6003,4222,4913,3075,3467,3223,6164,3991,4371,5635,3376,6610,5291,5873,5952,6476,6868,6877,6042,4277,5875,4538,3502,4914,3970,4500,3937,6334,3566,3364,4363,7147,6639,4382,4945,5148,2943,5984,3172,4354,6724,5876,3509,3754,6104,6137,4087,4720,5149,4958,2853,5878,6550,4786,7024,4383,4039,3502,5871,6727,6368,3980,3465,5418,7022,3785,4703,6593,6541,7390,5996,3928,4633,5915,5835,4455,5600,4311,3700,4376,7278,3729,6193,5489,6603,7062,5745,4097,3705,3171,3430
1849828,3286,5898,3048,6594,5451,3944,4676,2851,3224,2998,5791,3660,3994,5137,3086,5870,4903,5525,5502,6157,6301,6394,5639,4048,5453,4252,3289,4525,3748,4109,3676,6060,3310,2973,4002,6420,6223,3933,4465,4813,2725,5613,2792,4101,6345,5288,3200,3423,5736,5748,3727,4328,4634,4403,2765,5509,6004,4518,6323,4115,3815,3244,5404,6229,5923,3740,3069,4718,6486,3709,4273,6179,5858,6855,5404,3567,4278,5417,5425,4102,4994,3903,3471,4039,6823,3283,5869,4957,5921,6507,5426,3855,3336,2938,3339
146918,2570,4419,2351,5013,4194,2875,3477,2181,2447,2223,4317,2739,3066,3857,2342,4403,3718,4180,4327,4618,4705,4791,4269,3107,3981,3163,2632,3410,2752,3126,2720,4489,2518,2303,3134,4985,4794,2999,3381,3593,2051,4125,2264,3083,4824,3891,2485,2540,4280,4384,2840,3321,3593,3247,2104,4129,4488,3338,4970,3093,2891,2374,4181,4638,4458,2857,2380,3695,4855,2753,3226,4562,4519,5028,4240,2634,3264,4161,4230,3106,3752,2969,2594,3032,4993,2568,4355,3830,4587,4946,4028,2890,2566,2273,2531
1278221,2408,4239,2249,4701,3981,2853,3343,2187,2332,2097,4189,2573,2827,3820,2247,4342,3587,3933,3813,4414,4701,4653,4142,2946,3809,3108,2457,3310,2644,3045,2763,4350,2378,2176,3030,4835,4481,2907,3283,3560,1929,3927,2076,3019,4492,3823,2354,2512,4165,4203,2760,3167,3382,3182,1985,4028,4319,3160,4771,2975,2758,2222,4015,4432,4379,2786,2234,3537,4626,2701,3029,4503,4296,4871,3980,2591,3128,3876,4036,3070,3684,2792,2532,2947,4922,2406,4155,3700,4344,4774,3921,2846,2522,2189,2425
2767353,1782,3240,1621,3606,3031,2093,2459,1604,1816,1573,3108,2019,2228,2649,1595,3129,2758,2925,2963,3285,3337,3486,3064,2101,2865,2378,1748,2580,1990,2203,2011,3259,1727,1630,2237,3572,3272,2191,2502,2596,1507,2934,1562,2284,3431,2838,1733,1896,3055,3072,1981,2367,2558,2412,1469,2930,3335,2435,3533,2251,2106,1714,3031,3360,3276,2028,1636,2717,3500,2043,2284,3306,3224,3645,2934,1919,2272,2887,2946,2296,2759,2116,1812,2173,3605,1841,3029,2700,3182,3579,2930,1987,1896,1604,1777
141450,1366,2478,1238,2766,2323,1708,1888,1151,1327,1240,2389,1571,1595,2111,1322,2398,2057,2322,2313,2571,2615,2577,2419,1661,2203,1701,1416,1927,1572,1722,1581,2412,1410,1246,1719,2676,2575,1738,1892,1970,1150,2256,1210,1737,2688,2221,1333,1457,2403,2469,1537,1764,1939,1857,1153,2294,2490,1826,2775,1766,1612,1333,2239,2588,2403,1528,1255,2072,2645,1597,1721,2603,2475,2783,2343,1520,1882,2313,2216,1781,2108,1633,1422,1700,2830,1341,2452,2138,2479,2763,2206,1580,1467,1278,1407
447237,853,1614,798,1748,1478,1032,1279,809,883,789,1592,1042,1062,1326,869,1614,1334,1475,1576,1715,1755,1623,1595,1082,1493,1151,957,1308,1079,1057,958,1594,921,825,1144,1729,1761,1102,1204,1302,729,1489,836,1124,1726,1472,861,996,1593,1515,1065,1165,1250,1163,748,1462,1632,1238,1790,1103,1045,881,1492,1717,1577,981,836,1386,1774,1019,1161,1673,1611,1858,1469,939,1148,1528,1520,1146,1385,1074,909,1097,1870,950,1546,1389,1646,1812,1504,1033,914,780,839
246875,841,1657,736,1761,1434,1073,1235,718,782,797,1616,971,1002,1334,839,1570,1303,1457,1471,1569,1681,1650,1487,1081,1422,1122,876,1180,959,1089,934,1612,816,806,1092,1727,1649,1060,1192,1279,716,1502,776,1162,1691,1438,828,869,1456,1503,965,1170,1227,1165,742,1439,1547,1149,1713,1071,1029,818,1470,1597,1646,1017,845,1276,1712,987,1138,1578,1565,1665,1443,961,1125,1419,1479,1130,1318,1046,887,1104,1763,837,1518,1312,1593,1794,1443,1001,954,779,825
2733,638,1172,621,1318,1130,791,891,550,681,611,1119,672,764,998,589,1102,963,1101,1092,1236,1205,1220,1139,768,1012,900,669,944,687,809,708,1206,663,589,833,1269,1187,792,887,951,543,1070,588,806,1205,1062,658,737,1122,1099,752,837,947,921,568,1113,1145,953,1306,800,749,623,1075,1181,1166,712,575,989,1310,742,852,1214,1210,1327,1090,706,847,1106,1155,830,942,752,644,787,1351,686,1144,954,1164,1317,1011,831,652,602,637
157,453,836,411,921,752,534,654,380,419,409,732,522,553,701,427,794,653,742,782,883,845,891,740,547,769,585,432,633,518,561,524,841,441,418,553,907,901,559,652,669,369,788,379,570,818,743,461,468,722,747,521,563,711,603,377,763,908,614,894,593,513,463,742,849,790,543,436,669,908,478,583,864,829,883,771,493,635,725,765,591,761,500,450,558,898,476,819,666,846,849,753,532,494,422,459
1742989,374,736,359,848,665,480,559,352,415,359,747,473,481,672,400,777,643,710,645,743,810,721,708,504,687,514,402,576,501,497,465,705,409,377,505,862,798,494,588,580,354,643,397,515,791,634,417,413,691,699,476,570,551,542,342,673,719,577,818,525,471,403,667,800,757,478,379,629,819,439,541,770,743,828,706,452,572,665,644,534,670,507,413,487,870,425,719,590,765,814,630,507,404,354,397
9605,20,49,20,42,45,27,25,18,20,26,36,25,35,29,15,35,33,37,40,41,39,46,47,21,32,28,18,31,26,28,30,31,19,24,31,55,50,19,25,21,16,31,20,23,33,35,25,23,35,26,24,23,21,28,21,40,45,21,42,27,22,26,40,47,36,25,19,28,42,18,26,35,44,36,40,38,30,28,44,20,34,27,21,32,48,24,38,34,36,36,37,25,18,23,27
