"","StrainID","Drug","metric","date","median_value","perc","perc_inhibition","SILVA_Species","Strain_Info","GTDB_08-rs214_taxonomy"
"240","JEB19070","Veh","AUC","20260314",30.8903,95.8001,4.1999,"Alistipes shahii","DSM 1830","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii"
"241","JEB19070","PFOSNO-low","AUC","20260214",20.2919,130.2104,-30.2104,"Alistipes shahii","DSM 1830","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii"
"242","JEB19070","Veh","AUC","20260429",41.9662,140.667,-40.667,"Alistipes shahii","DSM 1830","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii"
"243","JEB19070","PFOSNO-high","AUC","20260205",23.3279,75.2582,24.7418,"Alistipes shahii","DSM 1830","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii"
"244","JEB19070","PFOS-high","AUC","20260409",45.5037,130.5122,-30.5122,"Alistipes shahii","DSM 1830","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii"
"245","JEB19070","PFOS-low","AUC","20260308",57.5381,105.5347,-5.5347,"Alistipes shahii","DSM 1830","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii"
"246","JEB83632","PFOS-low","AUC","20260221",46.7732,130.7445,-30.7445,"Streptococcus pluranimalium","DSM 36924","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pluranimalium"
"247","JEB83632","PFOS-high","AUC","20260618",41.593,78.7519,21.2481,"Streptococcus pluranimalium","DSM 36924","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pluranimalium"
"248","JEB83632","PFOS-low","AUC","20260208",35.9824,121.9777,-21.9777,"Streptococcus pluranimalium","DSM 36924","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pluranimalium"
"249","JEB83632","Veh","AUC","20260109",48.7157,122.4883,-22.4883,"Streptococcus pluranimalium","DSM 36924","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pluranimalium"
"250","JEB83632","PFOS-low","AUC","20260406",26.5755,113.1581,-13.1581,"Streptococcus pluranimalium","DSM 36924","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pluranimalium"
"251","JEB83632","PFOSNO-low","AUC","20260305",20.8005,109.7418,-9.7418,"Streptococcus pluranimalium","DSM 36924","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pluranimalium"
"252","JEB83632","PFOSNO-low","AUC","20260124",47.601,116.513,-16.513,"Streptococcus pluranimalium","DSM 36924","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pluranimalium"
"253","JEB83632","PFOSNO-high","AUC","20260426",59.5086,93.1357,6.8643,"Streptococcus pluranimalium","DSM 36924","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pluranimalium"
"254","JEB28957","PFOSNO-low","AUC","20260615",45.2338,113.276,-13.276,"Klebsiella sp. KCL-2","DSM 52744","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella sp. KCL-2"
"255","JEB28957","PFOS-high","AUC","20260418",24.7757,89.8832,10.1168,"Klebsiella sp. KCL-2","DSM 52744","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella sp. KCL-2"
"256","JEB28957","PFOS-low","AUC","20260216",58.6187,108.0435,-8.0435,"Klebsiella sp. KCL-2","DSM 52744","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella sp. KCL-2"
"257","JEB28957","PFOS-high","AUC","20260129",46.397,114.4495,-14.4495,"Klebsiella sp. KCL-2","DSM 52744","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella sp. KCL-2"
"258","JEB28957","PFOS-low","AUC","20260530",47.1555,98.8931,1.1069,"Klebsiella sp. KCL-2","DSM 52744","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella sp. KCL-2"
"259","JEB28957","Veh","AUC","20260717",24.4497,100.4755,-0.475499999999997,"Klebsiella sp. KCL-2","DSM 52744","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella sp. KCL-2"
"260","JEB37926","PFOS-low","AUC","20260718",56.0741,84.2261,15.7739,"Providencia rettgeri","DSM 33820","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri"
"261","JEB37926","PFOS-high","AUC","20260428",29.5764,82.1798,17.8202,"Providencia rettgeri","DSM 33820","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri"
"262","JEB37926","PFOS-low","AUC","20260528",56.5199,98.8451,1.1549,"Providencia rettgeri","DSM 33820","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri"
"263","JEB37926","PFOSNO-low","AUC","20260107",38.921,100.5115,-0.511499999999998,"Providencia rettgeri","DSM 33820","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri"
"264","JEB37926","PFOS-low","AUC","20260706",34.8992,90.5728,9.4272,"Providencia rettgeri","DSM 33820","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri"
"265","JEB37926","PFOSNO-low","AUC","20260413",38.5633,94.1137,5.88630000000001,"Providencia rettgeri","DSM 33820","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri"
"266","JEB37926","PFOS-high","AUC","20260525",47.5894,98.7273,1.2727,"Providencia rettgeri","DSM 33820","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri"
"267","JEB37926","Veh","AUC","20260306",36.6582,111.1607,-11.1607,"Providencia rettgeri","DSM 33820","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri"
"268","JEB96943","PFOSNO-high","AUC","20260508",22.4782,116.7053,-16.7053,"Clostridium butyricum","DSM 68454","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum"
"269","JEB96943","PFOS-high","AUC","20260622",53.1766,87.2441,12.7559,"Clostridium butyricum","DSM 68454","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum"
"270","JEB96943","Veh","AUC","20260718",24.9591,106.5149,-6.5149,"Clostridium butyricum","DSM 68454","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum"
"271","JEB96943","PFOSNO-low","AUC","20260207",41.5045,110.4511,-10.4511,"Clostridium butyricum","DSM 68454","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum"
"272","JEB96943","PFOSNO-low","AUC","20260713",52.6028,77.5165,22.4835,"Clostridium butyricum","DSM 68454","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum"
"273","JEB96943","Veh","AUC","20260326",40.4256,109.9425,-9.9425,"Clostridium butyricum","DSM 68454","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum"
"274","JEB96943","Veh","AUC","20260330",33.8704,124.0351,-24.0351,"Clostridium butyricum","DSM 68454","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum"
"275","JEB96943","PFOS-high","AUC","20260521",24.767,116.8241,-16.8241,"Clostridium butyricum","DSM 68454","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum"
"276","JEB94230","PFOSNO-high","AUC","20260401",24.2766,111.2771,-11.2771,"Clostridium perfringens","DSM 83213","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens"
"277","JEB94230","PFOSNO-low","AUC","20260311",49.3116,88.8776,11.1224,"Clostridium perfringens","DSM 83213","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens"
"278","JEB94230","PFOSNO-high","AUC","20260114",46.0687,81.8851,18.1149,"Clostridium perfringens","DSM 83213","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens"
"279","JEB94230","Veh","AUC","20260628",39.1885,101.8711,-1.8711,"Clostridium perfringens","DSM 83213","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens"
"280","JEB94230","Veh","AUC","20260213",22.6902,111.2252,-11.2252,"Clostridium perfringens","DSM 83213","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens"
"281","JEB94230","PFOS-low","AUC","20260207",38.3313,98.286,1.714,"Clostridium perfringens","DSM 83213","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens"
"282","JEB58143","Veh","AUC","20260514",47.3563,86.1759,13.8241,"Clostridium sp. 001","DSM 92962","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. 001"
"283","JEB58143","PFOSNO-low","AUC","20260214",55.6449,85.2973,14.7027,"Clostridium sp. 001","DSM 92962","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. 001"
"284","JEB58143","PFOS-high","AUC","20260327",33.7775,109.8511,-9.8511,"Clostridium sp. 001","DSM 92962","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. 001"
"285","JEB58143","PFOS-low","AUC","20260117",55.3349,94.6594,5.3406,"Clostridium sp. 001","DSM 92962","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. 001"
"286","JEB58143","PFOS-low","AUC","20260608",51.9158,106.5741,-6.5741,"Clostridium sp. 001","DSM 92962","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. 001"
"287","JEB58143","PFOS-high","AUC","20260424",51.5032,103.121,-3.121,"Clostridium sp. 001","DSM 92962","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. 001"
"288","JEB58143","PFOSNO-low","AUC","20260114",29.5239,86.4953,13.5047,"Clostridium sp. 001","DSM 92962","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. 001"
"289","JEB89370","PFOSNO-high","AUC","20260209",37.7724,109.8283,-9.8283,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus"
"290","JEB89370","PFOS-high","AUC","20260123",20.0046,94.3426,5.6574,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus"
"291","JEB89370","PFOS-high","AUC","20260328",48.9071,88.2359,11.7641,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus"
"292","JEB89370","PFOSNO-high","AUC","20260711",40.4615,99.3213,0.678700000000006,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus"
"293","JEB89370","Veh","AUC","20260310",30.7842,116.2252,-16.2252,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus"
"294","JEB89370","PFOS-low","AUC","20260419",31.3137,109.2865,-9.2865,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus"
"295","JEB89370","PFOS-high","AUC","20260416",35.5043,97.8255,2.17449999999999,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus"
"296","JEB63617","PFOS-low","AUC","20260323",35.0521,130.8981,-30.8981,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta"
"297","JEB63617","Veh","AUC","20260529",57.4912,114.0919,-14.0919,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta"
"298","JEB63617","PFOS-high","AUC","20260131",48.1116,92.0571,7.9429,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta"
"299","JEB63617","PFOS-low","AUC","20260702",54.3597,103.328,-3.328,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta"
"300","JEB63617","PFOSNO-high","AUC","20260502",43.9045,86.1837,13.8163,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta"
"301","JEB63617","PFOSNO-high","AUC","20260615",21.5089,126.4674,-26.4674,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta"
"302","JEB63617","PFOS-low","AUC","20260717",28.6425,102.2322,-2.23220000000001,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta"
"303","JEB58865","PFOSNO-low","AUC","20260607",36.524,107.068,-7.068,"Bifidobacterium actinocoloniiforme","DSM 61631","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium actinocoloniiforme"
"304","JEB58865","PFOSNO-high","AUC","20260720",48.9436,115.2291,-15.2291,"Bifidobacterium actinocoloniiforme","DSM 61631","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium actinocoloniiforme"
"305","JEB58865","PFOS-low","AUC","20260305",42.2684,77.478,22.522,"Bifidobacterium actinocoloniiforme","DSM 61631","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium actinocoloniiforme"
"306","JEB58865","PFOS-high","AUC","20260622",52.3404,80.1269,19.8731,"Bifidobacterium actinocoloniiforme","DSM 61631","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium actinocoloniiforme"
"307","JEB58865","PFOSNO-low","AUC","20260116",40.0836,113.6505,-13.6505,"Bifidobacterium actinocoloniiforme","DSM 61631","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium actinocoloniiforme"
"308","JEB58865","PFOS-high","AUC","20260204",53.4996,98.9468,1.0532,"Bifidobacterium actinocoloniiforme","DSM 61631","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium actinocoloniiforme"
"309","JEB58865","PFOSNO-high","AUC","20260428",37.4628,81.6219,18.3781,"Bifidobacterium actinocoloniiforme","DSM 61631","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium actinocoloniiforme"
"310","JEB58865","PFOS-high","AUC","20260129",33.4202,93.3421,6.6579,"Bifidobacterium actinocoloniiforme","DSM 61631","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium actinocoloniiforme"
"311","JEB80409","PFOS-high","AUC","20260309",29.1133,92.3736,7.6264,"Ruminococcus sp. FMB-CY1","DSM 83037","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"312","JEB80409","PFOSNO-high","AUC","20260213",38.5089,105.2826,-5.2826,"Ruminococcus sp. FMB-CY1","DSM 83037","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"313","JEB80409","PFOS-high","AUC","20260115",33.7841,118.5069,-18.5069,"Ruminococcus sp. FMB-CY1","DSM 83037","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"314","JEB80409","PFOS-low","AUC","20260411",26.2043,96.6079,3.3921,"Ruminococcus sp. FMB-CY1","DSM 83037","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"315","JEB80409","PFOSNO-low","AUC","20260610",46.2275,110.4596,-10.4596,"Ruminococcus sp. FMB-CY1","DSM 83037","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"316","JEB80409","PFOS-low","AUC","20260709",49.2926,100.7155,-0.715500000000006,"Ruminococcus sp. FMB-CY1","DSM 83037","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMB-CY1"
"317","JEB32157","PFOSNO-high","AUC","20260131",41.4713,121.1018,-21.1018,"Enterobacter cloacae complex sp. ECNIH7","DSM 33700","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. ECNIH7"
"318","JEB32157","PFOSNO-high","AUC","20260512",25.0955,108.2024,-8.2024,"Enterobacter cloacae complex sp. ECNIH7","DSM 33700","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. ECNIH7"
"319","JEB32157","PFOSNO-low","AUC","20260101",25.4859,120.2922,-20.2922,"Enterobacter cloacae complex sp. ECNIH7","DSM 33700","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. ECNIH7"
"320","JEB32157","PFOS-low","AUC","20260213",35.1346,121.5602,-21.5602,"Enterobacter cloacae complex sp. ECNIH7","DSM 33700","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. ECNIH7"
"321","JEB32157","PFOSNO-low","AUC","20260221",42.4554,111.8029,-11.8029,"Enterobacter cloacae complex sp. ECNIH7","DSM 33700","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae complex sp. ECNIH7"
"322","JEB91138","PFOSNO-high","AUC","20260314",35.5333,120.4809,-20.4809,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii"
"323","JEB91138","PFOS-high","AUC","20260530",31.4678,82.9933,17.0067,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii"
"324","JEB91138","PFOS-low","AUC","20260506",51.5098,110.5844,-10.5844,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii"
"325","JEB91138","Veh","AUC","20260404",44.6863,101.1249,-1.1249,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii"
"326","JEB91138","PFOS-high","AUC","20260307",54.8963,73.3781,26.6219,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii"
"327","JEB91138","PFOSNO-high","AUC","20260310",42.9171,103.659,-3.65900000000001,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii"
"328","JEB91138","PFOS-high","AUC","20260504",23.6005,68.7266,31.2734,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii"
"329","JEB91138","PFOSNO-high","AUC","20260508",58.0729,122.7138,-22.7138,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii"
"330","JEB72161","PFOSNO-high","AUC","20260129",54.8428,103.0003,-3.0003,"Coprococcus sp. ART55/1","DSM 73549","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp. ART55/1"
"331","JEB72161","Veh","AUC","20260418",55.5733,107.6911,-7.69110000000001,"Coprococcus sp. ART55/1","DSM 73549","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp. ART55/1"
"332","JEB72161","PFOSNO-low","AUC","20260403",55.8699,121.8414,-21.8414,"Coprococcus sp. ART55/1","DSM 73549","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp. ART55/1"
"333","JEB72161","PFOSNO-high","AUC","20260624",28.4872,83.4175,16.5825,"Coprococcus sp. ART55/1","DSM 73549","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp. ART55/1"
"334","JEB72161","PFOS-low","AUC","20260108",30.321,108.5724,-8.5724,"Coprococcus sp. ART55/1","DSM 73549","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp. ART55/1"
"335","JEB72161","Veh","AUC","20260223",25.4582,103.5197,-3.5197,"Coprococcus sp. ART55/1","DSM 73549","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp. ART55/1"
"336","JEB98582","Veh","AUC","20260716",30.589,100.2098,-0.209800000000001,"Streptococcus sp. zg-86","DSM 38437","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. zg-86"
"337","JEB98582","PFOSNO-low","AUC","20260705",43.1442,90.8129,9.1871,"Streptococcus sp. zg-86","DSM 38437","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. zg-86"
"338","JEB98582","Veh","AUC","20260408",26.2768,93.6069,6.3931,"Streptococcus sp. zg-86","DSM 38437","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. zg-86"
"339","JEB98582","PFOSNO-low","AUC","20260317",45.5086,98.4592,1.5408,"Streptococcus sp. zg-86","DSM 38437","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. zg-86"
"340","JEB98582","PFOSNO-high","AUC","20260523",29.4566,82.3081,17.6919,"Streptococcus sp. zg-86","DSM 38437","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. zg-86"
"341","JEB53295","PFOS-low","AUC","20260226",46.5527,105.5045,-5.50449999999999,"Bacteroides heparinolyticus","DSM 98064","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides heparinolyticus"
"342","JEB53295","PFOS-low","AUC","20260126",45.649,105.8643,-5.8643,"Bacteroides heparinolyticus","DSM 98064","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides heparinolyticus"
