"unnamed_column_1","StrainID","Drug","metric","date","median_value","perc","perc_inhibition","SILVA_Species","Strain_Info","GTDB_08-rs214_taxonomy","Species_SILVA_clean","Species_GTDB_clean","SILVA_in_FVA","GTDB_in_FVA","Species_merge_source","Species"
281,"JEB94230","PFOS-low","AUC",20260207,38.3313,98.286,1.714,"Clostridium perfringens","DSM 83213","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens","Clostridium perfringens","Clostridium perfringens",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium perfringens"
290,"JEB89370","PFOS-high","AUC",20260123,20.0046,94.3426,5.6574,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
291,"JEB89370","PFOS-high","AUC",20260328,48.9071,88.2359,11.7641,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
293,"JEB89370","Veh","AUC",20260310,30.7842,116.2252,-16.2252,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
294,"JEB89370","PFOS-low","AUC",20260419,31.3137,109.2865,-9.2865,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
295,"JEB89370","PFOS-high","AUC",20260416,35.5043,97.8255,2.17449999999999,"Anaerostipes hadrus","DSM 21563","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus","Anaerostipes hadrus","Anaerostipes hadrus",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerostipes hadrus"
296,"JEB63617","PFOS-low","AUC",20260323,35.0521,130.8981,-30.8981,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta","Eggerthella lenta","Eggerthella lenta",TRUE,TRUE,"SILVA_and_GTDB_agree","Eggerthella lenta"
297,"JEB63617","Veh","AUC",20260529,57.4912,114.0919,-14.0919,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta","Eggerthella lenta","Eggerthella lenta",TRUE,TRUE,"SILVA_and_GTDB_agree","Eggerthella lenta"
298,"JEB63617","PFOS-high","AUC",20260131,48.1116,92.0571,7.9429,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta","Eggerthella lenta","Eggerthella lenta",TRUE,TRUE,"SILVA_and_GTDB_agree","Eggerthella lenta"
299,"JEB63617","PFOS-low","AUC",20260702,54.3597,103.328,-3.328,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta","Eggerthella lenta","Eggerthella lenta",TRUE,TRUE,"SILVA_and_GTDB_agree","Eggerthella lenta"
302,"JEB63617","PFOS-low","AUC",20260717,28.6425,102.2322,-2.23220000000001,"Eggerthella lenta","DSM 23108","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta","Eggerthella lenta","Eggerthella lenta",TRUE,TRUE,"SILVA_and_GTDB_agree","Eggerthella lenta"
323,"JEB91138","PFOS-high","AUC",20260530,31.4678,82.9933,17.0067,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii","Parabacteroides goldsteinii","Parabacteroides goldsteinii",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides goldsteinii"
324,"JEB91138","PFOS-low","AUC",20260506,51.5098,110.5844,-10.5844,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii","Parabacteroides goldsteinii","Parabacteroides goldsteinii",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides goldsteinii"
325,"JEB91138","Veh","AUC",20260404,44.6863,101.1249,-1.1249,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii","Parabacteroides goldsteinii","Parabacteroides goldsteinii",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides goldsteinii"
326,"JEB91138","PFOS-high","AUC",20260307,54.8963,73.3781,26.6219,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii","Parabacteroides goldsteinii","Parabacteroides goldsteinii",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides goldsteinii"
328,"JEB91138","PFOS-high","AUC",20260504,23.6005,68.7266,31.2734,"Parabacteroides goldsteinii","DSM 67613","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii","Parabacteroides goldsteinii","Parabacteroides goldsteinii",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides goldsteinii"
347,"JEB74074","PFOS-high","AUC",20260520,44.3076,105.6311,-5.6311,"Blautia obeum","DSM 3512","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum","Blautia obeum","Blautia obeum",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia obeum"
348,"JEB74074","Veh","AUC",20260630,42.2431,87.3615,12.6385,"Blautia obeum","DSM 3512","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum","Blautia obeum","Blautia obeum",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia obeum"
349,"JEB74074","Veh","AUC",20260531,39.9005,104.8556,-4.8556,"Blautia obeum","DSM 3512","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum","Blautia obeum","Blautia obeum",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia obeum"
354,"JEB60283","Veh","AUC",20260420,37.0167,102.9052,-2.90519999999999,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta","Blautia producta","Blautia producta",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia producta"
355,"JEB60283","PFOS-low","AUC",20260417,54.2677,120.9817,-20.9817,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta","Blautia producta","Blautia producta",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia producta"
356,"JEB60283","Veh","AUC",20260614,53.0573,77.1713,22.8287,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta","Blautia producta","Blautia producta",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia producta"
357,"JEB60283","PFOS-low","AUC",20260212,37.73,101.3302,-1.3302,"Blautia producta","DSM 8155","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia producta","Blautia producta","Blautia producta",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia producta"
382,"JEB77667","PFOS-low","AUC",20260422,25.4196,89.9892,10.0108,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus","Phocaeicola vulgatus","Phocaeicola vulgatus",TRUE,TRUE,"SILVA_and_GTDB_agree","Phocaeicola vulgatus"
384,"JEB77667","PFOS-low","AUC",20260620,40.8738,91.4122,8.5878,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus","Phocaeicola vulgatus","Phocaeicola vulgatus",TRUE,TRUE,"SILVA_and_GTDB_agree","Phocaeicola vulgatus"
387,"JEB77667","Veh","AUC",20260107,28.2126,107.8404,-7.8404,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus","Phocaeicola vulgatus","Phocaeicola vulgatus",TRUE,TRUE,"SILVA_and_GTDB_agree","Phocaeicola vulgatus"
388,"JEB77667","PFOS-high","AUC",20260331,57.3461,105.5359,-5.5359,"Phocaeicola vulgatus","DSM 77896","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus","Phocaeicola vulgatus","Phocaeicola vulgatus",TRUE,TRUE,"SILVA_and_GTDB_agree","Phocaeicola vulgatus"
407,"JEB62206","PFOS-low","AUC",20260105,53.48,106.0419,-6.0419,"Coprococcus eutactus","DSM 18184","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus","Coprococcus eutactus","Coprococcus eutactus",TRUE,TRUE,"SILVA_and_GTDB_agree","Coprococcus eutactus"
412,"JEB86391","PFOS-low","AUC",20260201,48.5366,129.2188,-29.2188,"Bacteroides intestinalis","DSM 64779","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis","Bacteroides intestinalis","Bacteroides intestinalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides intestinalis"
415,"JEB86391","PFOS-low","AUC",20260512,41.8541,128.9683,-28.9683,"Bacteroides intestinalis","DSM 64779","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis","Bacteroides intestinalis","Bacteroides intestinalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides intestinalis"
420,"JEB83345","PFOS-high","AUC",20260629,32.8163,106.4753,-6.4753,"Enterocloster asparagiformis","DSM 27243","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster asparagiformis","Enterocloster asparagiformis","Enterocloster asparagiformis",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterocloster asparagiformis"
428,"JEB91970","PFOS-low","AUC",20260528,36.3767,102.9018,-2.90179999999999,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense","Clostridium jeddahense","Clostridium jeddahense",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium jeddahense"
429,"JEB91970","PFOS-high","AUC",20260306,31.6593,129.8631,-29.8631,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense","Clostridium jeddahense","Clostridium jeddahense",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium jeddahense"
430,"JEB91970","PFOS-low","AUC",20260424,41.3035,104.9781,-4.9781,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense","Clostridium jeddahense","Clostridium jeddahense",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium jeddahense"
433,"JEB91970","Veh","AUC",20260127,47.9825,85.8201,14.1799,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense","Clostridium jeddahense","Clostridium jeddahense",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium jeddahense"
435,"JEB91970","PFOS-low","AUC",20260429,27.6496,123.3079,-23.3079,"Clostridium jeddahense","DSM 5970","NA;s__Clostridium jeddahense","Clostridium jeddahense","Clostridium jeddahense",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium jeddahense"
446,"JEB31464","Veh","AUC",20260427,27.5266,116.0059,-16.0059,"Staphylococcus aureus","DSM 99902","d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus","Staphylococcus aureus","Staphylococcus aureus",TRUE,TRUE,"SILVA_and_GTDB_agree","Staphylococcus aureus"
449,"JEB31464","PFOS-high","AUC",20260415,22.5508,102.205,-2.205,"Staphylococcus aureus","DSM 99902","d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus","Staphylococcus aureus","Staphylococcus aureus",TRUE,TRUE,"SILVA_and_GTDB_agree","Staphylococcus aureus"
452,"JEB11249","Veh","AUC",20260308,52.5561,102.0753,-2.0753,"Flavonifractor plautii","DSM 85360","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","Flavonifractor plautii","Flavonifractor plautii",TRUE,TRUE,"SILVA_and_GTDB_agree","Flavonifractor plautii"
454,"JEB11249","Veh","AUC",20260329,42.7802,82.3141,17.6859,"Flavonifractor plautii","DSM 85360","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","Flavonifractor plautii","Flavonifractor plautii",TRUE,TRUE,"SILVA_and_GTDB_agree","Flavonifractor plautii"
455,"JEB11249","PFOS-low","AUC",20260513,23.6926,82.0829,17.9171,"Flavonifractor plautii","DSM 85360","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","Flavonifractor plautii","Flavonifractor plautii",TRUE,TRUE,"SILVA_and_GTDB_agree","Flavonifractor plautii"
456,"JEB11249","Veh","AUC",20260309,46.1806,77.5376,22.4624,"Flavonifractor plautii","DSM 85360","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","Flavonifractor plautii","Flavonifractor plautii",TRUE,TRUE,"SILVA_and_GTDB_agree","Flavonifractor plautii"
457,"JEB11249","Veh","AUC",20260116,59.8423,124.3195,-24.3195,"Flavonifractor plautii","DSM 85360","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","Flavonifractor plautii","Flavonifractor plautii",TRUE,TRUE,"SILVA_and_GTDB_agree","Flavonifractor plautii"
459,"JEB28373","PFOS-high","AUC",20260211,32.6784,108.7538,-8.7538,"Dorea formicigenerans","DSM 20340","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
460,"JEB28373","PFOS-high","AUC",20260527,27.0432,116.4387,-16.4387,"Dorea formicigenerans","DSM 20340","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
461,"JEB28373","PFOS-high","AUC",20260610,23.5625,106.4662,-6.4662,"Dorea formicigenerans","DSM 20340","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
462,"JEB28373","PFOS-high","AUC",20260620,42.8776,97.6374,2.3626,"Dorea formicigenerans","DSM 20340","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
463,"JEB28373","Veh","AUC",20260309,42.5522,131.9954,-31.9954,"Dorea formicigenerans","DSM 20340","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
467,"JEB49739","PFOS-high","AUC",20260123,55.1306,97.1015,2.8985,"Anaerococcus hydrogenalis","DSM 11726","NA;s__Anaerococcus hydrogenalis","Anaerococcus hydrogenalis","Anaerococcus hydrogenalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerococcus hydrogenalis"
468,"JEB49739","Veh","AUC",20260323,43.7155,110.3987,-10.3987,"Anaerococcus hydrogenalis","DSM 11726","NA;s__Anaerococcus hydrogenalis","Anaerococcus hydrogenalis","Anaerococcus hydrogenalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerococcus hydrogenalis"
470,"JEB49739","PFOS-low","AUC",20260612,31.3524,103.5794,-3.57940000000001,"Anaerococcus hydrogenalis","DSM 11726","NA;s__Anaerococcus hydrogenalis","Anaerococcus hydrogenalis","Anaerococcus hydrogenalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Anaerococcus hydrogenalis"
471,"JEB51501","PFOS-low","AUC",20260619,39.4638,127.3142,-27.3142,"Clostridium scindens","DSM 17195","NA;s__Clostridium scindens","Clostridium scindens","Clostridium scindens",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium scindens"
472,"JEB51501","PFOS-low","AUC",20260203,30.7113,96.8732,3.1268,"Clostridium scindens","DSM 17195","NA;s__Clostridium scindens","Clostridium scindens","Clostridium scindens",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium scindens"
474,"JEB51501","Veh","AUC",20260615,34.1193,79.3676,20.6324,"Clostridium scindens","DSM 17195","NA;s__Clostridium scindens","Clostridium scindens","Clostridium scindens",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium scindens"
476,"JEB51501","Veh","AUC",20260114,31.138,115.5526,-15.5526,"Clostridium scindens","DSM 17195","NA;s__Clostridium scindens","Clostridium scindens","Clostridium scindens",TRUE,TRUE,"SILVA_and_GTDB_agree","Clostridium scindens"
490,"JEB68864","PFOS-low","AUC",20260101,41.4564,102.8867,-2.8867,"Prevotella melaninogenica","DSM 39146","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella melaninogenica","Prevotella melaninogenica","Prevotella melaninogenica",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella melaninogenica"
491,"JEB68864","PFOS-high","AUC",20260505,31.3317,98.1116,1.8884,"Prevotella melaninogenica","DSM 39146","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella melaninogenica","Prevotella melaninogenica","Prevotella melaninogenica",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella melaninogenica"
492,"JEB68864","PFOS-low","AUC",20260128,33.6274,107.7634,-7.7634,"Prevotella melaninogenica","DSM 39146","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella melaninogenica","Prevotella melaninogenica","Prevotella melaninogenica",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella melaninogenica"
494,"JEB68864","PFOS-high","AUC",20260326,24.5952,112.9181,-12.9181,"Prevotella melaninogenica","DSM 39146","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella melaninogenica","Prevotella melaninogenica","Prevotella melaninogenica",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella melaninogenica"
502,"JEB76453","PFOS-low","AUC",20260708,59.6843,85.4569,14.5431,"Lacticaseibacillus rhamnosus","DSM 46465","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus","Lacticaseibacillus rhamnosus","Lacticaseibacillus rhamnosus",TRUE,TRUE,"SILVA_and_GTDB_agree","Lacticaseibacillus rhamnosus"
505,"JEB76453","Veh","AUC",20260126,34.4783,104.7227,-4.7227,"Lacticaseibacillus rhamnosus","DSM 46465","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus","Lacticaseibacillus rhamnosus","Lacticaseibacillus rhamnosus",TRUE,TRUE,"SILVA_and_GTDB_agree","Lacticaseibacillus rhamnosus"
506,"JEB94884","Veh","AUC",20260401,42.6349,125.4323,-25.4323,"Dorea longicatena","DSM 57741","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena","Dorea longicatena","Dorea longicatena",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea longicatena"
507,"JEB94884","Veh","AUC",20260219,52.3397,128.2263,-28.2263,"Dorea longicatena","DSM 57741","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena","Dorea longicatena","Dorea longicatena",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea longicatena"
509,"JEB94884","PFOS-high","AUC",20260514,44.7949,77.8166,22.1834,"Dorea longicatena","DSM 57741","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena","Dorea longicatena","Dorea longicatena",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea longicatena"
511,"JEB36099","PFOS-high","AUC",20260330,20.5919,123.8916,-23.8916,"Bifidobacterium longum","DSM 16716","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum","Bifidobacterium longum","Bifidobacterium longum",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium longum"
514,"JEB36099","PFOS-high","AUC",20260204,52.6276,114.2373,-14.2373,"Bifidobacterium longum","DSM 16716","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum","Bifidobacterium longum","Bifidobacterium longum",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium longum"
515,"JEB22326","Veh","AUC",20260319,22.9491,82.9775,17.0225,"Parabacteroides merdae","DSM 32831","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae","Parabacteroides merdae","Parabacteroides merdae",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides merdae"
516,"JEB22326","PFOS-low","AUC",20260202,51.5623,93.3229,6.6771,"Parabacteroides merdae","DSM 32831","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae","Parabacteroides merdae","Parabacteroides merdae",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides merdae"
517,"JEB22326","PFOS-high","AUC",20260610,23.7135,129.9711,-29.9711,"Parabacteroides merdae","DSM 32831","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae","Parabacteroides merdae","Parabacteroides merdae",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides merdae"
518,"JEB22326","Veh","AUC",20260201,51.248,89.9858,10.0142,"Parabacteroides merdae","DSM 32831","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae","Parabacteroides merdae","Parabacteroides merdae",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides merdae"
520,"JEB22326","Veh","AUC",20260603,20.6735,112.2434,-12.2434,"Parabacteroides merdae","DSM 32831","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae","Parabacteroides merdae","Parabacteroides merdae",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides merdae"
522,"JEB11916","Veh","AUC",20260104,25.4402,87.6811,12.3189,"Collinsella aerofaciens","DSM 30871","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens","Collinsella aerofaciens","Collinsella aerofaciens",TRUE,TRUE,"SILVA_and_GTDB_agree","Collinsella aerofaciens"
523,"JEB11916","PFOS-low","AUC",20260211,47.3401,85.4986,14.5014,"Collinsella aerofaciens","DSM 30871","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens","Collinsella aerofaciens","Collinsella aerofaciens",TRUE,TRUE,"SILVA_and_GTDB_agree","Collinsella aerofaciens"
524,"JEB11916","PFOS-high","AUC",20260513,54.7829,98.4419,1.5581,"Collinsella aerofaciens","DSM 30871","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens","Collinsella aerofaciens","Collinsella aerofaciens",TRUE,TRUE,"SILVA_and_GTDB_agree","Collinsella aerofaciens"
528,"JEB11916","PFOS-low","AUC",20260710,35.6852,104.5585,-4.5585,"Collinsella aerofaciens","DSM 30871","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens","Collinsella aerofaciens","Collinsella aerofaciens",TRUE,TRUE,"SILVA_and_GTDB_agree","Collinsella aerofaciens"
543,"JEB39210","PFOS-high","AUC",20260417,44.0569,113.2671,-13.2671,"Bacteroides ovatus","DSM 17729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus","Bacteroides ovatus","Bacteroides ovatus",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides ovatus"
